com.samsung.shealth.tracker.pedometer_step_count,6156001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
5302,4,0,11,2021-03-08 04:44:00.000,230002,,2021-03-08 04:44:34.306,2021-03-08 04:44:34.304,11,1.6388888,8.69,0.38,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 04:44:59.999,35179e5a-d88d-4cc0-3b47-a0a98d003fdf,
7861,4,0,10,2021-03-07 10:23:00.000,230002,,2021-03-07 10:24:40.326,2021-03-07 10:24:40.326,10,0.8611111,6.77,0.37,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 10:23:59.999,6556b2e9-4c6e-a1f7-4557-a5bb9685c8d1,
18231,4,0,29,2021-03-08 18:17:00.000,,,2021-03-08 18:30:01.853,2021-03-08 18:30:01.853,29,1.1666666,21.27,1.11,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 18:18:00.000,f29b5a59-ebd7-4e60-864b-9e816eea43ae,
9288,4,0,14,2021-03-08 04:44:00.000,,,2021-03-08 04:55:02.810,2021-03-08 04:55:02.810,14,1.1111112,10.32,0.53,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 04:45:00.000,78f23f51-2b9d-4922-b036-f7d705c88229,
15215,4,0,41,2021-03-07 15:05:00.000,230002,,2021-03-07 15:06:22.358,2021-03-07 15:06:22.358,41,1.4722222,22.4,1.28,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 15:05:59.999,21be2863-597f-f99c-563d-d5cc30bbc5d0,
6067,4,0,14,2021-03-07 10:28:00.000,230002,,2021-03-07 10:29:10.289,2021-03-07 10:29:10.288,14,1.8888888,11.46,0.47,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 10:28:59.999,5de0e751-e5f3-39fa-ca3b-2248dcc896f8,
19816,4,0,33,2021-03-08 18:19:00.000,,,2021-03-08 18:30:01.986,2021-03-08 18:30:01.986,33,1.25,24.77,1.26,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 18:20:00.000,4096a0cf-bc3d-49b3-b8ef-2f3f28b648c0,
33063,4,0,34,2021-03-08 04:45:00.000,,,2021-03-08 04:55:02.936,2021-03-08 04:55:02.936,84,1.4166666,46.84,2.85,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 04:46:00.000,6576002e-8f3a-40c6-a0d4-36aea8b3eccc,
7442,4,0,12,2021-03-08 18:29:00.000,,,2021-03-08 18:30:02.090,2021-03-08 18:30:02.090,12,1.1944444,8.89,0.45,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 18:30:00.000,48903b43-37f9-4305-b3b0-94071950435c,
17465,4,0,22,2021-03-08 15:03:00.000,230002,,2021-03-08 15:05:34.276,2021-03-08 15:05:34.275,22,0.8611111,15.04,0.85,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 15:03:59.999,d69ae394-a0b2-9383-4d9e-b9029049fd56,
8788,4,0,12,2021-03-07 15:06:00.000,230002,,2021-03-07 15:06:22.374,2021-03-07 15:06:22.374,12,0.9444444,8.3,0.45,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 15:06:59.999,cdf95ef9-bf5d-ef21-9d7d-d96d50ca8721,
12741,4,0,26,2021-03-07 10:29:00.000,230002,,2021-03-07 10:30:33.318,2021-03-07 10:29:10.297,26,1.5359488,19.57,0.88,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 10:29:59.999,63069eb3-5ea8-c493-99f4-7596e522beae,
4680,4,0,10,2021-03-08 18:32:00.000,230002,,2021-03-08 18:32:56.118,2021-03-08 18:32:56.118,10,1.6944444,7.93,0.33,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 18:32:59.999,d055d81b-f6ae-5e7b-ce7b-8c50274438ca,
619,4,0,1,2021-03-08 04:46:00.000,,,2021-03-08 04:55:03.048,2021-03-08 04:55:03.048,1,1.1944444,0.74,0.04,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 04:47:00.000,5e3cfa36-c0fb-4530-978c-f050633695cf,
11713,4,0,18,2021-03-07 15:07:00.000,230002,,2021-03-07 15:07:44.266,2021-03-07 15:07:44.266,18,1.0833334,12.69,0.61,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 15:07:59.999,c3e78ace-d453-45a8-9f80-dd56aaeb469a,
24596,4,0,31,2021-03-07 10:31:00.000,230002,,2021-03-07 10:33:12.375,2021-03-07 10:33:12.374,31,0.8611111,21.18,1.26,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 10:31:59.999,d62eadb0-ef16-cb47-7393-82faddd9761b,
34129,4,0,79,2021-03-08 18:33:00.000,230002,,2021-03-08 18:35:00.102,2021-03-08 18:33:45.322,79,1.6496108,56.3,2.55,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 18:33:59.999,ccb12533-86e4-a62f-1232-948e77cc4d06,
11497,4,0,15,2021-03-08 15:04:00.000,230002,,2021-03-08 15:05:34.283,2021-03-08 15:05:34.283,15,0.8888889,10.22,0.54,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 15:04:59.999,6a679a56-ab4b-8493-30bc-817d5bb15e31,
32955,4,0,44,2021-03-08 04:47:00.000,,,2021-03-08 04:55:03.164,2021-03-08 04:55:03.164,63,1.2777778,42.11,3.04,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 04:48:00.000,06a5de6f-cd2d-4fd5-a29e-b4e2ef0a59f7,
48104,4,0,79,2021-03-07 15:24:00.000,,,2021-03-07 15:27:20.249,2021-03-07 15:27:20.249,81,1.25,60.13,3.18,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 15:25:00.000,52267336-e3b1-4b90-823d-33b88e130f73,
5033,4,0,10,2021-03-08 18:40:00.000,230002,,2021-03-08 18:42:25.398,2021-03-08 18:42:25.397,10,1.4722222,7.41,0.37,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 18:40:59.999,8a8d0b0a-c8a4-0c97-ee73-c1f8f2ba40b7,
1858,4,0,4,2021-03-08 04:48:00.000,,,2021-03-08 04:55:03.274,2021-03-08 04:55:03.274,4,1.7222222,3.2,0.12,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 04:49:00.000,001a8c34-5e59-4e88-b1ee-7319f03652fb,
4361,4,0,7,2021-03-08 08:04:00.000,,,2021-03-08 08:15:03.234,2021-03-08 08:15:03.234,7,1.1944444,5.21,0.25,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 08:05:00.000,73bc0779-cafe-40a5-b229-85aa36c371ab,
36414,4,0,62,2021-03-08 18:41:00.000,230002,,2021-03-08 18:42:25.405,2021-03-08 18:42:25.405,62,1.2777778,46.53,2.17,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 18:41:59.999,462882a6-b7f1-c726-0a59-8a8d27618f76,
33999,4,0,38,2021-03-07 15:25:00.000,,,2021-03-07 15:27:20.344,2021-03-07 15:27:20.344,62,1.1944444,40.61,2.48,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 15:26:00.000,b8d698a7-ecc6-4781-95f5-caa8c37b95c4,
12498,4,0,19,2021-03-08 15:05:00.000,230002,,2021-03-08 15:05:34.289,2021-03-08 15:05:34.289,19,1.0833334,13.54,0.69,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 15:05:59.999,b2c04c87-7f9d-0373-d480-19be5b550eb0,
29262,4,0,28,2021-03-08 04:52:00.000,,,2021-03-08 04:55:03.390,2021-03-08 04:55:03.390,66,1.3611112,39.83,2.43,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 04:53:00.000,c1235f34-532a-462b-b532-1711103c9932,
26119,4,0,39,2021-03-08 18:42:00.000,230002,,2021-03-08 18:47:15.385,2021-03-08 18:42:25.419,39,1.072772,28.02,1.48,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 18:42:59.999,2785cb6b-4cc5-0ec9-52ff-caf40645dca9,
13663,4,0,22,2021-03-08 08:05:00.000,,,2021-03-08 08:15:03.367,2021-03-08 08:15:03.367,22,1.1944444,16.32,0.82,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 08:06:00.000,4b848491-a809-4b76-a3d5-0a08a912b39b,
57398,4,0,79,2021-03-08 04:53:00.000,,,2021-03-08 04:55:03.506,2021-03-08 04:55:03.506,93,1.1388888,65.37,4.04,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 04:54:00.000,ca7ab985-523b-4f48-affa-df29097c231c,
26594,4,0,27,2021-03-07 15:26:00.000,,,2021-03-07 15:27:20.457,2021-03-07 15:27:20.457,34,0.8888889,23.64,1.41,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 15:27:00.000,9feb635e-21bb-443b-b9f5-ada77df35d4b,
7200,4,0,11,2021-03-08 18:43:00.000,230002,,2021-03-08 18:47:15.391,2021-03-08 18:47:15.390,11,1.0833334,7.8,0.39,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 18:43:59.999,e438127c-fc88-0630-a337-a34501194d69,
14200,4,0,32,2021-03-08 15:06:00.000,230002,,2021-03-08 15:06:56.144,2021-03-08 15:06:40.291,32,1.8752623,26.63,1.32,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 15:06:59.999,9237c0ba-6863-ecd6-d0f4-3412c7beeb45,
35898,4,0,45,2021-03-08 04:54:00.000,,,2021-03-08 04:55:03.630,2021-03-08 04:55:03.630,56,1.0833334,38.89,2.45,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 04:55:00.000,b22043e6-1d39-4dcb-82bc-4534fd278c83,
2520,4,0,4,2021-03-08 08:06:00.000,,,2021-03-08 08:15:03.463,2021-03-08 08:15:03.463,4,1.1666666,2.94,0.16,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 08:07:00.000,d900fd75-8359-4ee1-a030-78e6eb4c1e6b,
7098,4,0,9,2021-03-07 15:27:00.000,,,2021-03-07 15:27:20.538,2021-03-07 15:27:20.538,9,0.8888889,6.31,0.34,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 15:28:00.000,e08057e5-8eb9-4cd2-94e5-96f038ce7580,
7767,4,0,12,2021-03-08 15:08:00.000,230002,,2021-03-08 15:14:23.294,2021-03-08 15:14:23.294,12,1.1111112,8.63,0.44,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 15:08:59.999,38e08503-373a-91c7-7126-0753c1f6b5e1,
9900,4,0,15,2021-03-07 10:39:00.000,,,2021-03-07 10:39:49.499,2021-03-07 10:39:49.499,15,1.1111112,11.0,0.54,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 10:40:00.000,a5f0fa16-4a61-43d3-afc8-6e0192bb30f3,
29589,4,0,29,2021-03-08 08:07:00.000,,,2021-03-08 08:15:03.568,2021-03-08 08:15:03.568,72,1.4444444,42.74,2.51,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 08:08:00.000,c51eb8f3-ee25-48a4-8e2e-e19720bda6fc,
4590,4,0,7,2021-03-08 15:13:00.000,,,2021-03-08 15:15:01.251,2021-03-08 15:15:01.251,7,1.1111112,5.1,0.25,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 15:14:00.000,b08fcd7d-fda4-49c1-8f3a-1f1f125e8909,
5645,4,0,10,2021-03-07 10:37:00.000,230002,,2021-03-07 10:38:18.286,2021-03-07 10:38:18.286,10,1.3055556,7.37,0.38,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 10:37:59.999,f88e0eec-eac4-c968-4d5d-a680a35664cf,
37020,4,0,66,2021-03-07 15:24:00.000,230002,,2021-03-07 15:25:22.299,2021-03-07 15:25:22.299,66,1.3333334,49.36,2.25,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 15:24:59.999,fef8024b-298e-8870-0208-ab6c4c563b7b,
30969,4,0,34,2021-03-08 08:09:00.000,,,2021-03-08 08:15:03.681,2021-03-08 08:15:03.681,54,1.1111112,34.41,2.85,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 08:10:00.000,e9841678-1e58-43a4-9a80-c9c0f976a4ba,
28885,4,0,46,2021-03-08 15:14:00.000,,,2021-03-08 15:15:01.378,2021-03-08 15:15:01.378,46,1.1666666,33.7,1.73,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 15:15:00.000,f291c3a0-71fe-4a83-8ef8-b6633c968810,
10678,4,0,23,2021-03-08 08:10:00.000,,,2021-03-08 08:15:03.779,2021-03-08 08:15:03.779,23,1.7222222,18.39,0.75,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 08:11:00.000,8f162edf-9832-4145-81b0-f2352e680c6f,
40086,4,0,71,2021-03-07 15:25:00.000,230002,,2021-03-07 15:26:50.311,2021-03-07 15:25:22.310,71,1.256771,50.38,2.51,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 15:25:59.999,19c3ae14-1e97-6d72-3642-7cd7578882d9,
32269,4,0,35,2021-03-08 15:15:00.000,,,2021-03-08 15:20:52.289,2021-03-08 15:20:52.289,65,1.3055556,42.13,2.46,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 15:16:00.000,ff855fe6-b301-42b2-aba2-2d40226acc00,
8734,4,0,14,2021-03-07 10:39:00.000,230002,,2021-03-07 10:41:44.330,2021-03-07 10:41:44.329,14,1.1666666,10.19,0.55,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 10:39:59.999,f76ad528-7ab6-e134-9b2a-1024d6f254a4,
21042,4,0,41,2021-03-08 04:45:00.000,230002,,2021-03-08 04:55:02.140,2021-03-08 04:55:02.138,41,1.4166666,29.81,1.43,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 04:45:59.999,dfe31111-720c-f2da-e5e7-54af3c2aef82,
56318,4,0,89,2021-03-08 15:16:00.000,,,2021-03-08 15:20:52.378,2021-03-08 15:20:52.378,110,1.3888888,78.22,4.92,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 15:17:00.000,b54a04f1-f72c-424c-94fe-cd97746fe019,
9117,4,0,14,2021-03-08 18:45:00.000,230002,,2021-03-08 18:47:15.397,2021-03-08 18:47:15.396,14,1.1111112,10.13,0.51,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 18:45:59.999,a33b5604-d522-fab9-40b9-29438690382f,
29648,4,0,47,2021-03-08 08:17:00.000,,,2021-03-08 08:17:57.940,2021-03-08 08:17:57.940,47,1.1666666,34.59,1.79,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 08:18:00.000,79843d5f-681b-4f7c-9b13-273053cfdf7d,
18761,4,0,35,2021-03-08 04:46:00.000,230002,,2021-03-08 04:55:02.149,2021-03-08 04:55:02.148,35,1.4444444,27.1,1.13,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 04:46:59.999,d0bd82eb-f8ad-57bc-37df-2de31c0b0fc2,
26347,4,0,64,2021-03-07 15:26:00.000,230002,,2021-03-07 15:27:01.523,2021-03-07 15:26:50.318,64,1.9110192,50.35,2.32,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 15:26:59.999,3176a49d-9594-d822-feed-1710e119edae,
60000,4,0,116,2021-03-08 15:17:00.000,,,2021-03-08 15:20:52.434,2021-03-08 15:20:52.434,116,1.4886668,89.32,3.48,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 15:18:00.000,03be674f-a03e-474b-9d94-e73d4f598251,
26815,4,0,39,2021-03-08 04:53:00.000,230002,,2021-03-08 04:55:02.156,2021-03-08 04:55:02.156,39,1.0277778,27.56,1.44,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 04:53:59.999,6825c47f-fa64-744a-7504-689fc04e8d31,
5956,4,0,10,2021-03-08 08:16:00.000,230002,,2021-03-08 08:20:08.437,2021-03-08 08:20:08.437,10,1.2222222,7.28,0.33,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 08:16:59.999,6dffb419-b843-13fb-f5f2-473dfff01566,
3330,4,0,7,2021-03-07 15:27:00.000,230002,,2021-03-07 15:27:27.285,2021-03-07 15:27:27.282,7,1.6666666,5.55,0.24,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 15:27:59.999,b5f221e6-9aae-9998-2102-3787ec5d0276,
60000,4,0,114,2021-03-08 15:18:00.000,,,2021-03-08 15:20:52.506,2021-03-08 15:20:52.506,114,1.4643334,87.86,3.5,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 15:19:00.000,499eab22-bbdf-4c72-92fc-a53ed7668482,
4363,4,0,10,2021-03-08 18:46:00.000,230002,,2021-03-08 18:47:15.408,2021-03-08 18:47:15.407,10,1.8333334,8.0,0.5,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 18:46:59.999,e1047e1d-2ab1-06a5-322b-0e155567d045,
10748,4,0,17,2021-03-08 04:54:00.000,230002,,2021-03-08 04:55:02.164,2021-03-08 04:55:02.164,17,1.1666666,12.54,0.58,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 04:54:59.999,aead9227-4345-32b8-16c7-110f25aaccdb,
60000,4,0,107,2021-03-08 15:19:00.000,,,2021-03-08 15:20:52.592,2021-03-08 15:20:52.592,107,1.3501667,81.01,4.07,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 15:20:00.000,baddd685-e872-47a2-a6a8-86bc6a9e404f,
6399,4,0,10,2021-03-07 16:04:00.000,230002,,2021-03-07 16:05:17.273,2021-03-07 16:05:17.271,10,1.1111112,7.11,0.39,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 16:04:59.999,b57381c0-949c-91fa-d4d9-07ec89e536a3,
10998,4,0,17,2021-03-08 04:55:00.000,230002,,2021-03-08 05:05:42.488,2021-03-08 05:05:42.487,17,1.1111112,12.22,0.62,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 04:55:59.999,c42b36fa-34fc-a36f-4bed-bed8e65aadd4,
11916,4,0,18,2021-03-08 18:47:00.000,230002,,2021-03-08 18:47:15.413,2021-03-08 18:47:15.413,18,1.0833334,12.91,0.64,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 18:47:59.999,4fed7b7a-0f46-99fb-e3a6-1446c80561d2,
25208,4,0,40,2021-03-08 08:17:00.000,230002,,2021-03-08 08:20:08.469,2021-03-08 08:20:08.468,40,1.1388888,28.71,1.35,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 08:17:59.999,58311b3a-951f-74e1-79c2-300cbe117f68,
44348,4,0,77,2021-03-08 15:20:00.000,,,2021-03-08 15:20:52.684,2021-03-08 15:20:52.684,77,1.3055556,57.9,3.03,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 15:21:00.000,3d1b3f91-173d-46a6-90c0-91f4fd59d7ba,
11957,4,0,17,2021-03-07 16:27:00.000,,,2021-03-07 16:31:10.213,2021-03-07 16:31:10.213,17,1.0277778,12.29,0.63,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 16:28:00.000,2964a0a1-355d-4795-8aa9-b1df7d3f6d56,
5045,4,0,11,2021-03-08 08:19:00.000,230002,,2021-03-08 08:20:08.506,2021-03-08 08:20:08.506,11,1.75,8.83,0.38,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 08:19:59.999,6950e3ad-270c-5b7e-e80a-c0ec190c640d,
41681,4,0,71,2021-03-08 15:22:00.000,,,2021-03-08 15:24:50.625,2021-03-08 15:22:03.665,71,1.273465,53.079994,2.6000001,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 15:23:00.000,85f9dcf2-caf6-4368-995f-09f55b27b931,
4329,4,0,10,2021-03-07 10:41:00.000,230002,,2021-03-07 10:41:44.336,2021-03-07 10:41:44.336,10,2.0277777,8.78,0.52,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 10:41:59.999,9100d697-5abc-d966-f67e-b5937d19196f,
12055,4,0,16,2021-03-07 16:28:00.000,,,2021-03-07 16:31:10.267,2021-03-07 16:31:10.267,18,1.0833334,13.06,0.66,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 16:29:00.000,fb214e46-7376-495b-9190-ef08218fd388,
6242,4,0,11,2021-03-08 18:56:00.000,230002,,2021-03-08 18:57:27.281,2021-03-08 18:57:27.280,11,1.3055556,8.15,0.38,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 18:56:59.999,4bfdca88-2653-fbb9-d19c-a62d8718ccd5,
17746,4,0,30,2021-03-08 15:14:00.000,230002,,2021-03-08 15:14:57.123,2021-03-08 15:14:57.123,30,1.2222222,21.69,1.03,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 15:14:59.999,59961838-6f02-f8eb-110c-078ba7565946,
8656,4,1,17,2021-03-08 08:20:00.000,230002,,2021-03-08 08:20:32.110,2021-03-08 08:20:08.579,18,1.6184458,14.01,0.83,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 08:20:59.999,ae7d2326-db5c-c60f-0577-b1d30d2f09cf,
18270,4,0,20,2021-03-07 16:29:00.000,,,2021-03-07 16:31:10.316,2021-03-07 16:31:10.316,27,1.0000001,18.27,1.06,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 16:30:00.000,533df92a-3b7f-4dbd-9ec6-9becf10367a0,
11712,4,2,25,2021-03-07 10:42:00.000,230002,,2021-03-07 10:43:06.150,2021-03-07 10:42:44.355,27,1.9142095,22.42,1.47,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 10:42:59.999,758e8c4d-868e-677e-2132-5e8149feffca,
28159,4,0,45,2021-03-08 04:56:00.000,230002,,2021-03-08 05:05:42.501,2021-03-08 05:05:42.501,45,1.1388888,32.07,1.65,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 04:56:59.999,59966008-9869-6f00-7a61-b6a3907ada17,
30694,4,26,47,2021-03-08 15:15:00.000,230002,,2021-03-08 15:15:57.368,2021-03-08 15:15:29.271,73,1.8113967,55.6,3.51,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 15:15:59.999,b68094bf-325d-6676-f6cc-b37f3628e3ba,
9267,4,0,13,2021-03-08 08:21:00.000,230002,,2021-03-08 08:21:23.394,2021-03-08 08:21:23.394,13,0.9722222,9.01,0.47,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 08:21:59.999,dae21cd8-a784-6357-4e7f-45c91a498067,
37496,4,0,55,2021-03-07 16:30:00.000,,,2021-03-07 16:31:10.356,2021-03-07 16:31:10.356,55,1.0555556,39.58,2.14,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 16:31:00.000,cf2d9461-9ca9-4f8a-9031-7ba0bcac1945,
11173,4,2,21,2021-03-07 10:43:00.000,230002,,2021-03-07 10:44:10.310,2021-03-07 10:43:06.163,23,1.6862037,18.84,1.12,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 10:43:59.999,936f3be0-7cd9-ac5c-64f2-dc046a0aa193,
5635,4,0,10,2021-03-09 16:16:00.000,230002,,2021-03-09 16:16:10.420,2021-03-09 16:16:10.420,10,1.3611112,7.67,0.33,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-09 16:16:59.999,11cecfb4-7f86-09a6-d812-29710799ffe5,
55731,4,0,104,2021-03-08 15:16:00.000,230002,,2021-03-08 15:22:41.309,2021-03-08 15:16:31.355,104,1.3468013,75.059,4.09,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 15:16:59.999,2228e887-8ceb-7240-d1b8-d087178eb06a,
13194,4,0,23,2021-03-08 08:18:00.000,,,2021-03-08 08:35:02.218,2021-03-08 08:35:02.218,23,1.2777778,16.86,0.86,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-08 08:19:00.000,014a02ef-08eb-4727-8aa0-5f4d52742fa4,
36224,4,0,53,2021-03-07 16:31:00.000,,,2021-03-07 16:31:42.498,2021-03-07 16:31:10.416,53,1.0561845,38.259995,2.01,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 16:32:00.000,03b99329-4493-424b-897e-9f63fa62fc3f,
2367,4,4,2,2021-03-07 10:44:00.000,230002,,2021-03-07 10:44:10.316,2021-03-07 10:44:10.316,6,2.1666667,5.13,0.36,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-07 10:44:59.999,13af38a4-7d71-594d-4d01-f8352e6c9502,
18740,4,0,26,2021-03-09 16:16:00.000,,,2021-03-09 16:24:31.253,2021-03-09 16:24:31.253,26,1.0,18.74,0.99,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-09 16:17:00.000,5e6774cf-ffe3-43e8-9a39-52afd4859fdf,
57756,4,0,110,2021-03-08 15:17:00.000,230002,,2021-03-08 15:22:41.315,2021-03-08 15:22:41.315,110,1.4722222,85.03,3.71,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 15:17:59.999,d5e549ee-c3ef-9401-4482-3c12c51f04f8,
7369,4,0,13,2021-03-08 08:45:00.000,230002,,2021-03-08 08:46:36.344,2021-03-08 08:46:36.344,14,1.4722222,10.85,0.48,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-08 08:45:59.999,ea53321e-b2c3-db5a-8e44-48bb39b24a89,
5943,4,0,11,2021-03-09 10:31:00.000,230002,,2021-03-09 10:31:56.283,2021-03-09 10:31:56.283,11,1.3055556,7.76,0.43,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-09 10:31:59.999,7f80c530-5262-7c2a-fd18-09d6b88709a5,
19017,4,0,26,2021-03-07 10:56:00.000,,,2021-03-07 10:57:14.934,2021-03-07 10:56:34.739,38,1.3997378,26.62,1.3399999,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-07 10:57:00.000,914e2eb3-608a-4dba-84de-d7c12b64dae5,
17056,4,0,29,2021-03-09 16:19:00.000,230002,,2021-03-09 16:24:45.290,2021-03-09 16:24:45.290,29,1.25,21.32,1.01,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-09 16:19:59.999,2649a1eb-2cb9-c973-e877-3c47b84c2537,
